Ingredient code,Ingredient description,ingredient_clean,taxon.food.description,taxon_clean,Similarity,Level.code,match,correct_code
21470,"Fast Foods, Fried Chicken, Drumstick, meat and skin with breading",meat drumstick chicken skin breading food fried fast,Chicken drumstick,drumstick chicken,0.721,2414,,
21471,"Fast Foods, Fried Chicken, Thigh, meat and skin and breading",meat chicken skin breading food fried fast thigh,Chicken thigh,chicken thigh,0.623,2415,,
21472,"Fast Foods, Fried Chicken, Wing, meat and skin and breading",wing meat chicken skin breading food fried fast,Chicken wing,wing chicken,0.616,2416,,
21482,"Fast Food, Pizza Chain, 14"" pizza, sausage topping, thick crust",crust chain 14 thick sausage topping fast pizza,Pizza,pizza,0.478,58106,,
21483,"Fast Food, Pizza Chain, 14"" pizza, sausage topping, thin crust",crust chain thin 14 sausage topping fast pizza,Pizza,pizza,0.478,58106,,
21484,"Fast Food, Pizza Chain, 14"" pizza, sausage topping, regular crust",crust chain 14 sausage topping fast regular pizza,Sausages,sausage,0.466,2522,n,58106
21485,"Fast Food, Pizza Chain, 14"" pizza, pepperoni topping, thin crust",pepperoni crust chain thin 14 topping fast pizza,Toppings,topping,0.501,91304,n,58106
21486,"Fast foods, taco with beef, cheese and lettuce, soft",cheese beef food taco soft lettuce fast,Lettuce salad,salad lettuce,0.474,75143,n,58101
21487,"Fast foods, taco with chicken, lettuce and cheese, soft",cheese chicken food taco soft lettuce fast,Lettuce salad,salad lettuce,0.461,75143,n,58101
21488,"Fast foods, quesadilla, with chicken",food chicken fast quesadilla,Nachos gordita chimichanga quesadilla taquito,chimichanga taquito gordita quesadilla nacho,0.507,58104,n,58104
21490,"Fast Foods, grilled chicken filet sandwich, with lettuce, tomato and spread",sandwich spread chicken food grilled lettuce filet tomato fast,Tomato sandwiches,tomato sandwich,0.558,747,n,27541
21505,"Pizza, cheese topping, thin crust, frozen, cooked",crust cooked topping frozen cheese pizza thin,Pizza no cheese or white pizza,cheese white pizza,0.609,58107,n,58106
21511,"Fast Food, Pizza Chain, 14"" pizza, cheese topping, stuffed crust",crust chain 14 fast topping stuffed cheese pizza,Pizza no cheese or white pizza,cheese white pizza,0.519,58107,n,58106
21517,"Fast foods, crispy chicken in tortilla, with lettuce, cheese, and ranch sauce",cheese chicken ranch sauce food crispy tortilla lettuce fast,White potato cooked with sauce or cheese,cooked white sauce potato cheese,0.461,71301,n,27543
21518,"Fast foods, grilled chicken in tortilla, with lettuce, cheese, and ranch sauce",cheese chicken ranch sauce food tortilla grilled lettuce fast,Tortillas,tortilla,0.486,5221,n,27543
21519,"Fast foods, breakfast burrito, with egg, cheese, and sausage",cheese breakfast food burrito egg sausage fast,Breakfast pastry NS,pastry breakfast,0.542,5350,n,340
21520,"Fast foods, breadstick, soft, prepared with garlic and parmesan cheese",cheese garlic food prepared parmesan soft breadstick fast,Parmesan,parmesan,0.498,141080,n,5118
21521,"Fast foods, strawberry banana smoothie made with ice and low-fat yogurt",made smoothie ice strawberry yogurt food low banana fat fast,Strawberries,strawberry,0.489,63223,n,640
21600,"School Lunch, pizza, cheese topping, thin crust, whole grain, frozen, cooked",lunch grain crust whole frozen cooked thin school cheese pizza topping,Pizza no cheese or white pizza,cheese white pizza,0.528,58107,n,58106
21601,"School Lunch, pizza, cheese topping, thick crust, whole grain, frozen, cooked",lunch crust whole frozen thick cooked grain school cheese pizza topping,Pizza no cheese or white pizza,cheese white pizza,0.528,58107,n,58106
21602,"School Lunch, pizza, pepperoni topping, thin crust, whole grain, frozen, cooked",lunch pepperoni crust whole frozen cooked thin school pizza grain topping,Whipped toppings,whipped topping,0.432,1222,n,58106
21603,"School Lunch, pizza, pepperoni topping, thick crust, whole grain, frozen, cooked",lunch pepperoni crust whole frozen thick cooked school pizza grain topping,Whipped toppings,whipped topping,0.426,1222,n,58106
21604,"School Lunch, pizza, sausage topping, thin crust, whole grain, frozen, cooked",lunch crust whole frozen sausage cooked thin school pizza grain topping,Pizza,pizza,0.423,58106,,
21605,"School Lunch, pizza, sausage topping, thick crust, whole grain, frozen, cooked",lunch crust whole frozen thick sausage cooked school pizza grain topping,Pizza,pizza,0.423,58106,,
21611,"School Lunch, chicken nuggets, whole grain breaded",lunch chicken breaded nugget school whole grain,Chicken eggs,egg chicken,0.43,311,n,24190
22247,"Macaroni and Cheese, canned entree",macaroni canned cheese entree,Macaroni or noodles with cheese,macaroni noodle cheese,0.666,58145,,
22535,"HOT POCKETS, CROISSANT POCKETS Chicken, Broccoli, and Cheddar Stuffed Sandwich, frozen",sandwich broccoli chicken croissant cheddar hot stuffed pocket frozen,Croissant,croissant,0.473,51166,n,53451
22537,"HOT POCKETS Ham 'N Cheese Stuffed Sandwich, frozen",sandwich ham n hot stuffed pocket cheese frozen,Cheese sandwhich,cheese sandwhich,0.474,1464,n,53451
22899,"Ravioli, cheese-filled, canned",canned filled ravioli cheese,Ravioli,ravioli,0.68,58131,,
22900,"Ravioli, meat-filled, with tomato sauce or meat sauce, canned",meat ravioli sauce filled canned tomato,Ravioli,ravioli,0.594,58131,,
22901,"Tortellini, pasta with cheese filling, fresh-refrigerated, as purchased",tortellini refrigerated purchased filling fresh cheese pasta,Stuffed shells or tortellini,shell tortellini stuffed,0.487,58134,,
22904,"Chili con carne with beans, canned entree",entree carne chili bean canned con,White beans canned,bean canned white,0.502,411012,n,41210
22905,"Beef stew, canned entree",stew beef canned entree,Beef,beef,0.475,21,n,214
22906,"Chicken pot pie, frozen entree, prepared",entree chicken prepared pie pot frozen,Chicken NS as to part,chicken part,0.49,2410,n,53322
22908,"Beef, corned beef hash, with potato, canned",beef canned corned potato hash,Sweet potato canned,potato sweet canned,0.598,73407,n,214
22910,"Lasagna, cheese, frozen, prepared",lasagna prepared cheese frozen,Lasagna,lasagna,0.653,58130,,
22911,"Chili, no beans, canned entree",bean canned chili entree,White beans canned,bean canned white,0.545,411012,n,41210
22916,"Lasagna with meat & sauce, frozen entree",lasagna meat entree sauce frozen,Lasagna,lasagna,0.638,58130,,
22953,"Egg rolls, pork, refrigerated, heated",roll heated pork refrigerated egg,Egg roll,roll egg,0.478,58110,,
22954,"Egg rolls, chicken, refrigerated, heated",roll heated refrigerated chicken egg,Chicken eggs,egg chicken,0.532,311,n,58110
22955,"Egg rolls, vegetable, frozen, prepared",roll vegetable prepared egg frozen,Vegetable soup prepared with milk,soup prepared milk vegetable,0.66,75611,n,58110
22957,"Turkey, stuffing, mashed potatoes w/gravy, assorted vegetables, frozen, microwaved",turkey mashed assorted stuffing microwaved potato wgravy frozen vegetable,White potatoes mashed stuffed puffs,puff white mashed potato stuffed,0.457,715,n,27240
22958,"Rice bowl with chicken, frozen entree, prepared (includes fried, teriyaki, and sweet and sour varieties)",entree rice chicken includes prepared teriyaki bowl sweet sour variety fried frozen,Sweet potato fried,potato sweet fried,0.393,7341,n,58113
22959,"Macaroni and cheese dinner with dry sauce mix, boxed, uncooked",mix dinner boxed sauce uncooked dry macaroni cheese,Macaroni cooked,cooked macaroni,0.567,56101,n,58145
22961,"HOT POCKETS, meatballs & mozzarella stuffed sandwich, frozen",mozzarella meatball sandwich hot stuffed pocket frozen,Mozzarella,mozzarella,0.581,141070,n,53451
22962,"LEAN POCKETS, Ham N Cheddar",lean ham cheddar n pocket,Cheddar,cheddar,0.655,141041,n,53451
22971,Potato salad with egg,potato salad egg,Potato salad with egg,potato salad egg,1,71601,,
22973,"Corn dogs, frozen, prepared",prepared corn dog frozen,Corn,corn,0.431,75411,n,25210
22974,"Chicken, nuggets, dark and white meat, precooked, frozen, not reheated",meat chicken reheated white nugget precooked frozen dark,Chicken eggs,egg chicken,0.406,311,n,24190
22976,"Ravioli, cheese with tomato sauce, frozen, not prepared, includes regular and light entrees",light entree ravioli sauce includes prepared tomato cheese regular frozen,Ravioli,ravioli,0.419,58131,,
22978,"Chicken tenders, breaded, frozen, prepared",chicken breaded prepared tender frozen,Chicken breast,chicken breast,0.495,2412,n,24190
22998,"Rice and vermicelli mix, chicken flavor, unprepared",mix rice chicken flavor unprepared vermicelli,Soybean vermicelli,vermicelli soybean,0.513,41425,n,58166
23100,"Beef, rib eye steak, boneless, lip-on, separable lean only, trimmed to 1/8"" fat, all grades, cooked, grilled",lean beef boneless 18 all eye steak rib lip trimmed grade grilled on cooked fat separable,Beef steak,steak beef,0.39,211,,
23197,"Beef, rib eye steak, boneless, lip-on, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, grilled",lean beef boneless 18 all eye steak rib lip trimmed grade grilled on cooked fat separable,Beef steak,steak beef,0.39,211,,
23222,"Ground beef, raw, averaged",averaged ground raw beef,Lamb ground,ground lamb,0.469,2313,n,215
23223,"Ground beef, cooked, averaged",cooked averaged ground beef,Ham smoked or cured ground,ham ground cured smoked,0.466,2232,n,215
23327,"Beef, round, top round roast, boneless, separable lean and fat, trimmed to 0"" fat, all grades, raw",lean beef boneless 0 all raw top trimmed grade round roast fat separable,Ground beef beef patties beef meatballs,patty ground meatball beef,0.385,215,,
23339,"Beef, loin, top loin steak, boneless, lip off, separable lean and fat, trimmed to 0"" fat, all grades, raw",lean beef boneless 0 all steak lip raw top trimmed loin grade fat separable off,Beef steak,steak beef,0.423,211,,
23348,"Beef, round, top round roast, boneless, separable lean and fat, trimmed to 0"" fat, all grades, cooked, roasted",lean beef boneless 0 all roasted top trimmed grade round cooked roast fat separable,Veal roasted,veal roasted,0.486,2321,n,214
23354,"Beef, round, top round steak, boneless, separable lean only, trimmed to 0"" fat, all grades, raw",lean beef boneless 0 all steak raw top trimmed grade round fat separable,Beef steak,steak beef,0.439,211,,
23357,"Beef, round, top round roast, boneless, separable lean only, trimmed to 0"" fat, all grades, raw",lean beef boneless 0 all raw top trimmed grade round roast fat separable,Ground beef beef patties beef meatballs,patty ground meatball beef,0.385,215,n,214
23360,"Beef, round, eye of round roast, boneless, separable lean only, trimmed to 0"" fat, all grades, raw",lean beef boneless 0 all eye raw trimmed of grade round roast fat separable,Ground beef beef patties beef meatballs,patty ground meatball beef,0.379,215,n,214
23369,"Beef, loin, top loin steak, boneless, lip off, separable lean only, trimmed to 0"" fat, all grades, raw",lean beef boneless 0 all steak lip raw top trimmed loin grade fat separable off,Beef steak,steak beef,0.423,211,,
23378,"Beef, round, top round roast, boneless, separable lean only, trimmed to 0"" fat, all grades, cooked, roasted",lean beef boneless 0 all roasted top trimmed grade round cooked roast fat separable,Veal roasted,veal roasted,0.486,2321,n,214
23557,"Beef, ground, 95% lean meat / 5% fat, raw",lean beef meat 5 raw ground 95 fat,Ground beef beef patties beef meatballs,patty ground meatball beef,0.469,215,,
23562,"Beef, ground, 90% lean meat / 10% fat, raw",lean beef meat 10 raw ground 90 fat,Ground beef beef patties beef meatballs,patty ground meatball beef,0.466,215,,
23563,"Beef, ground, 90% lean meat / 10% fat, patty, cooked, broiled",lean beef meat 10 ground 90 broiled cooked patty fat,Ground beef beef patties beef meatballs,patty ground meatball beef,0.572,215,,
23567,"Beef, ground, 85% lean meat / 15% fat, raw",lean beef meat 15 85 raw ground fat,Ground beef beef patties beef meatballs,patty ground meatball beef,0.455,215,,
23568,"Beef, ground, 85% lean meat / 15% fat, patty, cooked, broiled",lean beef meat 15 85 ground broiled cooked patty fat,Ground beef beef patties beef meatballs,patty ground meatball beef,0.563,215,,
23570,"Beef, ground, 85% lean meat / 15% fat, crumbles, cooked, pan-browned",lean beef meat crumbles 15 85 pan ground cooked browned fat,Ground beef beef patties beef meatballs,patty ground meatball beef,0.38,215,,
23572,"Beef, ground, 80% lean meat / 20% fat, raw",lean beef meat 80 raw ground fat 20,Ground beef beef patties beef meatballs,patty ground meatball beef,0.473,215,,
23573,"Beef, ground, 80% lean meat / 20% fat, patty, cooked, broiled",lean beef meat 80 ground broiled cooked patty fat 20,Ground beef beef patties beef meatballs,patty ground meatball beef,0.576,215,,
23575,"Beef, ground, 80% lean meat / 20% fat, crumbles, cooked, pan-browned",lean beef meat crumbles pan 80 ground cooked browned fat 20,Ground beef beef patties beef meatballs,patty ground meatball beef,0.387,215,,
23577,"Beef, ground, 75% lean meat / 25% fat, raw",lean beef meat 25 75 raw ground fat,Ground beef beef patties beef meatballs,patty ground meatball beef,0.45,215,,
23578,"Beef, ground, 75% lean meat / 25% fat, patty, cooked, broiled",lean beef meat 25 75 ground broiled cooked patty fat,Ground beef beef patties beef meatballs,patty ground meatball beef,0.56,215,,
23580,"Beef, ground, 75% lean meat / 25% fat, crumbles, cooked, pan-browned",lean beef meat crumbles 25 pan 75 ground cooked browned fat,Ground beef beef patties beef meatballs,patty ground meatball beef,0.378,215,,
23581,"Beef, ground, 75% lean meat / 25% fat, loaf, cooked, baked",lean beef meat 25 75 loaf ground baked cooked fat,Baked beans,bean baked,0.432,41201,n,215
23588,"Beef, top sirloin, steak, separable lean only, trimmed to 1/8"" fat, select, cooked, broiled",lean beef 18 steak top trimmed broiled sirloin cooked fat separable select,Beef steak,steak beef,0.403,211,,
23590,"Beef, round, bottom round , roast, separable lean only, trimmed to 1/8"" fat, select, cooked, roasted",lean beef 18 roasted round trimmed bottom cooked roast fat separable select,Veal roasted,veal roasted,0.461,2321,n,214
23602,"Beef, chuck, arm pot roast, separable lean only, trimmed to 1/8"" fat, all grades, cooked, braised",lean beef braised chuck 18 all trimmed grade pot arm cooked roast fat separable,Cereal grains not cooked,cooked grain cereal,0.39,576,n,214
23606,"Beef, short loin, top loin, steak, separable lean only, trimmed to 1/8"" fat, all grades, cooked, broiled",lean beef 18 all steak top trimmed loin fat grade broiled cooked short separable,Beef steak,steak beef,0.414,211,,
23610,"Beef, top sirloin, steak, separable lean only, trimmed to 1/8"" fat, all grades, cooked, broiled",lean beef 18 all steak top trimmed grade broiled sirloin cooked fat separable,Beef steak,steak beef,0.406,211,,
23612,"Beef, chuck, arm pot roast, separable lean only, trimmed to 1/8"" fat, choice, raw",lean beef chuck 18 raw trimmed choice pot arm roast fat separable,Beef with vegetable no potatoes,potato beef vegetable,0.338,2741,n,214
23614,"Beef, chuck, arm pot roast, separable lean only, trimmed to 1/8"" fat, choice, cooked, braised",lean beef braised chuck 18 trimmed choice pot arm cooked roast fat separable,Pastas cooked cereals rice,cooked rice pasta cereal,0.391,56,n,214
23616,"Beef, round, eye of round, roast, separable lean only, trimmed to 1/8"" fat, choice, raw",lean beef 18 eye raw trimmed of choice round roast fat separable,Beef roasts stew meat corned beef beef brisket sandwich steaks,beef meat brisket sandwich steak stew corned roast,0.347,214,,
